text,gender
it's all about misinformation &amp; people who want to set the record straight are my favorite kind of people because they're doing it for free.,1
"printers and ice makers belong in a special category of annoying crap. no matter the technical innovations, they still break and suck",0
i just earned the 'fruits of your labor level 2' badge on untappd! https://t.co/2fmmini5el,1
stunt on the people that hate you,1
"it's 4am. still, i can't find the words to say to you.",1
the false chevalier by william douw lighthall https://t.co/2gepevvhvg https://t.co/lozydr4ntk,1
benfogle this is bracken on the beach. https://t.co/hagvxwci6r,1
is it weird to take naps in the grass?,1
the return of paganism: will paganism become become the main religion of america? https://t.co/u3d66krv7o,0
"javyxsweat &amp; i'll take back the rockets, cause i was really talking a healthy starting 5 bev &amp; howard healthy is too much defense",0
headed back to the land of giants today to continue navigating this ancient world of the grand canyon by foot. shot_ https://t.co/t8jmexlmbm,0
the 11 worst foods to eat when you're stressed https://t.co/zeedyk4mdk,1
jarquinjessica i'm talking about the move in duck,1
chittaphon_ten ohp now they're going down the snarky route 'thanks my fans' cute x,1
nigelrefowens good to be the best :,0
troy_dumas would you have time for the morning show on friday?  damonbenning,0
i need to get my hair done &amp;my baby a hair cut but see the way my work schedule is set up&lt;,1
chhota rajan has a history sheet in pune too | the indian express https://t.co/an5dvakxdf,0
fun day yesterday with the family and some random people https://t.co/6zegovzcbm,1
i'm going to be here a while... the temptation to order a dominos is almost overwhelming.,0
follow your dreams and the rest will come,0
"haii____isibayaoverhoes: apply vasiline under your feet and slide to the bathroom ""oddeomontle: so lazy to even go pee___""""""",1
"a piece of exciting news: we are now taking pre-orders for james' latest book, scheduled to be released december... https://t.co/rh7rqisbki",0
more photos from my little outing yesterday along the river dee https://t.co/npremmmz3h,0
"at school the bell's about to ring, i'll give everyone when im back &lt;3",1
i wanna be the reason for success so bad,0
and with the addition of shrimp and snails i'm officially the weird kid with creepy dorm pets.......where did i go wrong?,0
climate researchers are alarmed about the future of the persian gulf's climate: https://t.co/znpzzwsv7a https://t.co/djz8so2swp forbeste_,1
legend of zelda the ocarina of time usa ~ gameplay ~ opening ~ n64 ~ 720p ~ 2015 ~ w10: https://t.co/th9kod39f5 via youtube,1
where is fighting all the fucking time gonna get you in life? no where besides getting called an attention seeker... like just stop lol,1
i took the train for an hour only to be stuck watching a screen in overflow gayberlin  the american_ https://t.co/yrrqikbunu,0
"g_o_r_d like the whole premise, basically.
puts me in mind of that one smbc comic https://t.co/4rnenqduay",1
mlas - read this wonderful piece and do the right thing fergalmcferran: my story - coming out. https://t.co/uruvtznief sluggerotoole۝,1
for the 144 colleges that missed the mark on enrollment and revenue: no easy fix https://t.co/dnikb2bbhw via chronicle,1
biracial_chick more like. trump vs dc liars &amp; corruption both parties ! go trump rock on patriot ! i'm with the donald________,1
"i have helped grow the star. if writing lies about me pays some people's bills, then i am okay with it- ruto",1
k so friends is over and now the hole in my heart is bigger than ever :',1
depression and the black superwoman syndrome https://t.co/cbm7guoeph,1
"olliebeavis shame on the boyfriends, brothers and dads _",1
girl shut the fuck up,1
yougotjished send pic of the pizza,0
"harry_styles hi h! my birthday is in 10 days and your follow would be the greatest gift of all! please make it happen? all the love_140,657",0
tonygrossi to your point about mccown being only guy in locker room. from charlotte and the panthers https://t.co/pktbs8ufjm,0
"this is why you never see me on the daily politics!
bbcdp

https://t.co/iblp3prbvq",0
this kid really does look exactly like sbu though.....the resemblance is uncanny! _٪__ gh,1
consulter ma diffusion depuis ma playstation4 ! ps4live metal gear solid v: the phantom pain  live at https://t.co/st9qvlj4kq,0
thr r days wen u r completely bowled by some stranger's gesture..and through out the day..u r awestruck by the kindness!!,0
wen u let ur feline white girl species hit the blunt https://t.co/dvyhfenf4l,1
"idgaf how rich i get , you always gonna find some chicken ramen noodles in the cabinet lls",1
"stacking the pots jenga style, if they fall they don't get dried. zfg",0
checked the trailer. i'll watch it. https://t.co/fumk3pfppr,0
who's coming to see the story so far on friday  the castle with me and ryan?! _,1
dark souls 2 scholar of the first sin - 6b intending to livestream: https://t.co/h2i2wrxxpv via youtube,0
"it's the friends you can call up at 4 a.m. that matter.۝
ۥ marlene dietrich",1
psa: if you are in the market for a new or pre owned vehicle feel free to_ https://t.co/jz5l8b0puq,0
frezro i like how the only person in the raid group so far is a dps. lel... is this horde?,0
i liked a youtube video from mcjuggernuggets https://t.co/mcgo5tfniv the juggies powwow -- discipline/perseverance,1
i've been having the most vivid dream lately...,1
foto: concert bring me the horizon __ https://t.co/lri2487ozv,0
"cus the last time i seen yu, i was acting like a fuckin weirdo",1
"carrie fisher promoting ""return of the jedi"" at a rolling stone magazine beach shoot, 1983. https://t.co/px4ns6attl",1
rocketboy139 my problem everyday for the past two weeks :-,1
"and the final. the piece was painted from a recent sketch, the idea is for you work out, cause i have no idea __ _ https://t.co/kov9rq6ukq",0
ha. will be nice to see us lose in the first round on tv again facup,1
annielovesaria frightening thing is her saying her mates won't be registering either what's the point we have better things to do,0
trick or treat in the tower. got my oryx mask lol  ps4share https://t.co/dnb855fhwm,0
mkbhd nogamename11 where's the review bruh!!,0
taxcredits - labour motion wins! that's to require a report dealing with the ifs criticisms. best possible outcome.,0
"aarondmiller2 actforisrael 
the 2nd worst president of the last hundred years! https://t.co/u7z6pmbzqg",0
"the more you mouth off about me, the happier i get _",1
cruadin maybe they heard the car had a 357 engine and got all confused?,0
"sha7odaaa join the club. __
i can't get it out ffs __",0
"q5 during the holidays, all brands are competing for attention on social, how do you stand out? contentchat",1
kindleunlimited 99p the puppet masters by john hughes wilson. gripping spy history. bynr ebooks https://t.co/9unxjog4qq,0
on the sea // beach house,1
jmoneyescobar it's not even the lyrics were bad the delivery was ass and his voice is annoying _,1
money_chaser012 keep up the good work! _ԏ,0
btilley420 id go out in the first round every year knowing we have won it once something you will never experience,0
maybe i should just buy another one mine is for the science division but i want command and engineering ones too,1
jennxpenn you're the cutest __,1
kevinhoctor where is the software or way to use it with my mac? we don۪t own a tv.  :/,0
"here's an idea, on the 1st april 2016,  tax credit cuts go ahead, but minimum wage is 9.50 an hour, on same day, not fucking 4 years later",0
i try not to always pull the race card. sometimes i think it isnt necessary.,0
"chrisklemens the type of boyfriend
 c: baby common here i did the dinner
y: great!! what is..
c: cereal",0
"before the money there was love, but before the money it was tough",0
living the good life with sugar and crap shift essentials https://t.co/xnuu4hie08,0
will you join in our crusade? who will be strong and stand with me? beyond the barricade is there a world you long to see??,1
the impudence of rabiu kwakwanso and his fulani brothers - by ffk: written by femi fani-kayode...read below..i... https://t.co/8kdtu0o1fb,0
jennaaasusan that's literally the funniest thing _,1
nickiminaj bey cracked on stage first. you was mad serious till the very end. __,0
flashvs.ssd:what'sthedifference?|channelpro https://t.co/ihthxhhcwn,0
"boss steve king says a home draw in the 1str rnd of facup  is ""massive"" for comeonyouhawks. full reaction in the argus tomorrow",0
hello from the other side__,1
i۪m ready to engage with my 3 new followers in the past day. i know them via https://t.co/n69sbupcnz,1
"z100newyork please let me attend the future now vip party tonight i love demi and nick z100futurenow 
___________ x122",1
nectar can you get two cards for the same nectar account? thanks,1
